1.9500407202366846e-01 1.1721153666278479e+01 
1.9500407202366846e-01 1.1721153666278479e+01 
1.9489732759896586e-01 1.1787985428820440e+01 
1.9489732759896586e-01 1.1787985428820440e+01 
1.9461420067191013e-01 1.1748392411570331e+01 
1.9537450718731592e-01 1.0863118956734388e+01 
1.9127182493867312e-01 8.9746951021766321e+00 
1.9127182493867312e-01 8.9746951021766321e+00 
1.9166562568808718e-01 8.8612694006403370e+00 
1.9538022996457274e-01 1.1120134151886202e+01 
1.9501880207158689e-01 1.1248666273784067e+01 
1.9501880207158689e-01 1.1248666273784067e+01 
1.9599504328902104e-01 7.7142886428758528e+00 
1.9599504328902104e-01 7.7142886428758528e+00 
1.9613135626701653e-01 7.6460614034318679e+00 
1.9592471692435862e-01 7.7587920010980049e+00 
1.9609480164842560e-01 7.6954580393341239e+00 
1.9609480164842560e-01 7.6954580393341239e+00 
1.9542641306347203e-01 7.5230164628061837e+00 
1.9537493621982657e-01 7.5785415712967028e+00 
1.9575117387404720e-01 7.5370554643521288e+00 
1.9555619829332271e-01 7.5957113063399717e+00 
1.9529648387500806e-01 7.5398220978797106e+00 
1.9536735003988820e-01 7.4948019886631805e+00 
1.9522399038726779e-01 7.4872650272838124e+00 
1.9549036298310576e-01 7.4107054661603735e+00 
1.9433779392993170e-01 7.6222967296801061e+00 
1.9433779392993170e-01 7.6222967296801061e+00 
1.9500121145308627e-01 7.5808286729491066e+00 
1.9562622177952421e-01 7.6797018850075300e+00 
1.9613205082553908e-01 7.5564466313856240e+00 
1.9594871575887468e-01 7.6232652786655093e+00 
1.9594871575887468e-01 7.6232652786655093e+00 
1.9626655470797372e-01 9.6300489960643691e+00 
1.9626655470797372e-01 9.6300489960643691e+00 
1.9597479980200086e-01 9.7828207798184863e+00 
1.9635075276182429e-01 9.5470044156309832e+00 
1.9635075276182429e-01 9.5470044156309832e+00 
1.9635075276182429e-01 9.5470044156309832e+00 
1.9473138854282557e-01 7.7948088954584547e+00 
1.9557454981976088e-01 7.7581704989074822e+00 
1.9574317927241372e-01 7.7370925336743097e+00 
1.9505258509414136e-01 7.7701238206001220e+00 
1.9505258509414136e-01 7.7701238206001220e+00 
1.9502505362824918e-01 7.8865533133346588e+00 
1.9502505362824918e-01 7.8865533133346588e+00 
1.9526419565828720e-01 7.9194930633830314e+00 
1.9457295909705993e-01 7.8617905996384616e+00 
1.9476376622592637e-01 7.7082787970679698e+00 
1.9552510088763969e-01 7.4310938787736314e+00 
1.9478084495446923e-01 7.5066240560439361e+00 
1.9478084495446923e-01 7.5066240560439361e+00 
1.9456399841494681e-01 7.4404045962629199e+00 
1.9456399841494681e-01 7.4404045962629199e+00 
1.9592470192653094e-01 7.6181255048852430e+00 
1.9592470192653094e-01 7.6181255048852430e+00 
1.9592470192653094e-01 7.6181255048852430e+00 
1.9525770125421146e-01 7.4910114720197125e+00 
1.9491887163660801e-01 7.6555599326593589e+00 
1.9570454922137540e-01 7.7032489599893292e+00 
1.9587252059363316e-01 7.7302869262846468e+00 
1.9604571579451119e-01 7.7021099536663105e+00 
1.9604571579451119e-01 7.7021099536663105e+00 
1.9643784984346566e-01 7.6780452719926311e+00 
1.9497035474483987e-01 7.6562057900626366e+00 
1.9615153226724658e-01 7.7631621893860778e+00 
1.9615153226724658e-01 7.7631621893860778e+00 
1.9516715560703654e-01 7.6484558894667778e+00 
1.9516715560703654e-01 7.6484558894667778e+00 
1.9579720855593524e-01 7.6462068321950243e+00 
1.9475058492490616e-01 7.6751650535928748e+00 
1.9600059588554558e-01 7.7302390926841396e+00 
1.9600059588554558e-01 7.7302390926841396e+00 
1.9590028640512810e-01 7.6173437766437386e+00 
1.9503574468044219e-01 7.7879424070259633e+00 
1.9540678113810223e-01 7.8577944037127807e+00 
