0 7
4 7
8 8
12 9
16 9
20 10
24 11
28 12
32 13
36 14
40 16
44 17
48 19
52 21
56 23
60 26
64 28
72 34
76 37
80 41
84 46
88 50
92 55
96 62
100 69
104 77
108 84
112 94
116 103
122 118
126 129
130 141
134 154
138 167
140 176
144 186
148 202
152 218
156 237
160 255
164 275
168 294
172 312
176 331
180 351
184 368
188 398
192 417
196 436
200 455
204 472
208 490
212 508
216 525
220 538
224 551
228 563
232 575
236 582
244 624
248 635
252 645
256 654
260 658
265 661
269 662
273 672
277 672
281 675
284 675
289 716
293 720
297 725
301 725
305 726
308 722
313 720
317 721
321 721
325 720
329 719
332 735
336 733
340 731
344 730
348 725
352 719
356 740
360 727
364 720
368 717
372 723
376 719
380 717
385 703
389 705
393 706
397 699
401 697
408 685
412 683
416 678
420 672
424 665
428 661
432 657
436 658
440 662
444 661
448 659
452 658
461 664
465 658
469 656
473 652
477 652
481 643
485 639
489 629
493 628
497 629
501 623
509 602
513 592
517 582
521 573
524 619
528 607
532 593
536 580
540 569
544 560
549 605
553 592
557 577
561 562
565 551
569 542
573 588
577 582
581 568
585 552
589 540
593 528
597 514
601 574
605 562
609 552
613 536
617 528
621 513
629 589
633 573
637 552
641 541
645 516
649 587
653 558
657 540
661 522
665 505
679 555
683 529
687 510
693 575
697 559
701 535
705 516
709 493
713 478
717 582
720 563
724 542
728 525
732 508
736 493
741 614
745 583
749 556
753 529
757 511
761 489
765 475
772 630
776 600
780 575
784 544
788 515
792 495
796 589
800 566
804 542
808 514
812 497
817 594
821 571
825 548
829 523
833 504
837 481
841 619
845 600
849 574
853 548
857 523
860 604
864 582
868 561
872 537
876 520
880 505
884 493
888 599
892 573
896 546
900 524
904 505
908 484
912 567
916 547
920 524
924 508
928 484
932 471
936 581
940 553
944 532
948 510
952 493
956 473
961 550
965 549
969 530
973 507
977 488
981 470
985 528
989 524
993 510
997 498
1001 476
1005 544
1009 532
1013 513
1017 496
1021 477
1025 460
1029 565
1033 550
1037 522
1041 500
1045 483
1049 465
1053 559
1057 543
1061 518
1065 494
1069 475
1073 452
1077 561
1081 550
1085 520
1089 493
1093 475
1097 456
1101 437
1105 526
1109 538
1113 523
1117 497
1121 480
1125 471
1129 509
1133 529
1137 510
1141 489
1145 469
1149 605
1153 584
1157 544
1161 521
1165 501
1169 486
1173 569
1177 556
1181 526
1185 504
1189 484
1193 466
1197 603
1201 574
1205 540
1209 510
1213 485
1217 467
1221 528
1225 552
1229 536
1233 508
1237 483
1241 462
1245 445
1249 538
1253 523
1257 488
1261 463
1265 441
1269 425
1273 546
1277 524
1281 495
1285 470
1289 451
1293 547
1297 545
1301 516
1305 483
1309 463
1313 449
