0 500 428 512 427 434
4 512 441 543 430 460
8 544 528 615 449 479
12 590 565 644 496 548
16 617 594 691 537 570
20 648 629 760 586 607
24 732 718 813 663 686
28 814 760 896 689 753
32 908 825 1013 778 818
36 944 887 1103 832 939
40 1018 1006 1211 910 985
44 1085 1093 1299 1002 1101
47.8333333333333 1214 1160 1489 1089 1197
51.8333333333333 1377 1300 1577 1214 1313
55.8333333333333 1508 1423 1804 1381 1495
59.8333333333333 1707 1539 1992 1516 1602
63.8333333333333 1828 1707 2171 1635 1752
71.8333333333333 2243 2080 2563 1930 2145
75.8333333333333 2483 2228 2842 2174 2313
79.8333333333333 2637 2444 3164 2390 2615
83.8333333333333 3022 2676 3528 2700 2872
87.8333333333333 3337 2991 3927 3004 3121
91.8333333333333 3704 3324 4249 3244 3480
95.8333333333333 4152 3611 4856 3567 3900
99.8333333333333 4640 4043 5342 4097 4280
103.833333333333 5124 4517 5962 4553 4847
107.833333333333 5650 4997 6515 5013 5247
111.833333333333 6303 5543 7137 5561 5986
115.833333333333 6931 6048 7839 6174 6515
122.183333333333 8025 6410 9222 7208 7480
126.183333333333 8942 6815 10084 7858 8295
130.183333333333 9627 7422 10959 8741 9076
134.183333333333 10513 8132 12014 9526 9813
138.183333333333 11382 8839 13024 10437 10522
140.25 12133 9366 13717 10915 11124
143.833333333333 12705 9887 14509 11476 11849
147.833333333333 13862 10593 15912 12471 12697
151.833333333333 14951 11266 17150 13679 13849
155.833333333333 16202 12412 18498 14767 15199
159.833333333333 17428 13356 19866 16033 16245
163.833333333333 18810 14549 21417 17293 17286
167.833333333333 20099 15472 22682 18513 18663
171.833333333333 21321 16321 24058 19944 19660
175.833333333333 22824 17379 25425 21152 20957
179.833333333333 24100 18575 26671 22764 22072
183.833333333333 24988 19850 27801 23790 23197
188.45 27463 21517 29978 25485 24777
192.45 28691 22710 31070 27149 25792
196.45 30120 23620 32256 28645 26950
200.45 31782 24924 33380 29796 28072
204.45 32746 26108 34401 31256 28908
208.45 34150 27080 35117 32692 30220
212.45 35401 28345 36882 33560 31006
216.45 36850 29920 36959 34993 32022
220.45 37662 30739 37396 35870 33284
224.45 38551 31732 38319 36532 33954
228.45 38918 33107 38570 37667 34776
232.45 39819 34086 39596 38404 34903
236.45 40266 34671 39955 38798 35614
244.45 42977 37631 42622 41659 37951
248.45 43070 38762 42952 42647 38945
252.45 43345 39538 43588 43608 39458
