0 1 1 2 0 0
4 0 1 1 1 0
8 0 1 0 0 1
12 0 2 0 1 0
16 0 0 2 0 1
20 0 1 1 0 2
24 0 1 2 0 0
28 2 0 2 0 3
32 0 1 1 1 0
36 1 2 1 0 1
40 2 0 1 2 0
44 0 0 6 1 0
47.8333333333333 0 3 1 3 2
51.8333333333333 5 2 2 1 2
55.8333333333333 3 2 4 4 3
59.8333333333333 4 2 2 3 2
63.8333333333333 4 1 0 3 5
71.8333333333333 5 2 5 5 6
75.8333333333333 4 1 7 5 4
79.8333333333333 8 4 13 7 3
83.8333333333333 8 8 10 6 6
87.8333333333333 4 5 18 10 5
91.8333333333333 8 7 15 12 11
95.8333333333333 14 9 12 10 9
99.8333333333333 13 4 16 7 12
103.833333333333 15 10 16 12 17
107.833333333333 20 11 22 10 15
111.833333333333 16 11 25 13 13
115.833333333333 30 14 28 14 10
122.183333333333 19 10 33 31 19
126.183333333333 23 16 27 23 15
130.183333333333 21 25 26 24 21
134.183333333333 31 16 35 30 23
138.183333333333 32 16 38 31 26
140.25 32 22 35 22 27
143.833333333333 30 18 35 32 29
147.833333333333 32 19 36 29 27
151.833333333333 36 23 52 31 33
155.833333333333 29 20 47 30 35
159.833333333333 39 26 42 29 19
163.833333333333 33 24 43 39 28
167.833333333333 37 24 52 42 32
171.833333333333 36 29 41 41 32
175.833333333333 44 32 59 43 35
179.833333333333 41 32 57 48 31
183.833333333333 56 34 62 42 36
188.45 38 36 43 49 30
192.45 54 31 44 46 41
196.45 55 41 52 58 35
200.45 46 37 63 59 52
204.45 65 44 56 56 53
208.45 53 56 69 55 38
212.45 55 37 68 58 53
216.45 61 53 68 52 41
220.45 53 61 76 68 41
224.45 66 68 78 61 54
228.45 67 42 59 63 47
232.45 78 62 63 72 52
236.45 86 71 78 96 43
244.45 65 50 65 73 59
248.45 69 65 49 63 51
252.45 82 62 54 69 53
256.45 69 52 63 60 48
260.45 75 59 57 69 65
264.616666666667 77 68 83 73 52
268.616666666667 86 67 63 79 71
272.616666666667 80 66 85 62 57
276.616666666667 98 57 66 71 68
280.616666666667 63 62 70 81 69
284.45 78 68 81 84 74
288.616666666667 70 53 67 57 70
292.616666666667 76 65 65 73 60
296.616666666667 70 63 63 57 66
300.616666666667 94 66 61 71 56
304.616666666667 89 84 71 81 59
308.45 83 91 66 72 60
312.616666666667 119 86 74 86 66
316.616666666667 107 72 75 75 67
320.616666666667 126 83 72 96 65
324.616666666667 110 62 89 92 102
328.616666666667 101 72 86 92 78
332.45 83 58 90 72 62
336.45 102 56 91 89 61
340.45 110 57 86 82 77
344.45 86 72 75 89 91
348.45 102 80 92 82 86
352.45 103 74 84 96 100
356.45 104 84 111 99 90
360.45 106 85 97 106 93
364.45 105 96 106 123 83
368.45 130 96 113 104 90
372.45 130 68 113 120 136
376.45 136 88 106 105 113
380.4 144 114 116 147 117
384.533333333333 123 106 124 151 113
388.533333333333 164 115 110 163 93
392.533333333333 151 118 122 131 129
396.533333333333 162 116 143 162 127
400.533333333333 136 138 137 148 138
407.783333333333 208 119 144 150 135
411.783333333333 187 111 127 148 139
415.783333333333 197 126 133 156 138
419.783333333333 205 141 149 166 157
423.783333333333 182 138 150 178 152
427.783333333333 153 128 155 194 162
432.166666666667 230 119 129 172 170
436.166666666667 197 146 152 173 197
440.166666666667 203 117 139 176 165
444.166666666667 230 137 154 192 198
448.166666666667 227 164 173 213 203
452.166666666667 248 163 186 247 229
