460.616666666667 301 178 168 182 191
464.616666666667 270 193 190 212 236
468.616666666667 316 213 219 263 262
472.616666666667 287 233 247 246 275
476.7 291 254 258 237 210
480.7 319 266 238 257 237
484.7 315 274 232 306 253
488.7 393 287 296 318 293
492.7 379 288 300 313 296
496.7 373 281 282 294 332
500.7 357 275 283 320 350
508.783333333333 297 322 245 313 318
512.783333333333 316 293 270 301 342
516.783333333333 397 297 329 324 330
520.783333333333 365 317 321 334 348
524.25 330 226 294 336 294
528.25 379 240 299 341 338
532.25 392 281 287 352 361
536.25 485 320 332 340 360
540.25 449 329 355 370 398
544.25 422 327 336 395 426
549.033333333333 336 320 311 349 314
553.033333333333 391 321 342 352 377
557.033333333333 398 358 340 386 394
561.033333333333 415 362 353 392 443
565.033333333333 397 368 366 389 449
569.033333333333 395 352 351 382 399
573.033333333333 404 350 326 381 333
577.033333333333 399 355 349 408 358
581.033333333333 402 372 362 433 387
585.033333333333 413 384 366 436 373
589.033333333333 398 380 346 437 424
593.033333333333 412 367 350 431 419
597.033333333333 411 334 341 448 413
600.95 401 401 371 425 386
604.95 436 405 355 468 407
608.95 461 421 357 490 414
612.95 481 428 398 481 404
616.95 453 388 375 479 447
620.95 484 410 367 469 438
628.95 352 399 379 479 394
632.95 418 394 373 413 447
636.95 409 377 379 415 486
640.95 421 416 410 422 458
644.95 465 455 430 449 494
649.1 366 394 352 373 360
653.15 417 414 370 390 401
657.15 388 392 407 395 478
661.15 431 400 400 389 477
665.15 432 453 441 410 444
679.166666666667 413 343 335 383 425
683.166666666667 443 376 359 363 413
687.166666666667 481 376 340 360 436
692.883333333333 281 291 342 299 326
696.883333333333 314 306 366 318 373
700.883333333333 298 312 385 352 389
704.883333333333 344 309 397 334 379
708.883333333333 362 319 406 365 397
712.883333333333 362 351 376 355 398
716.766666666667 277 293 330 340 279
720.266666666667 315 309 381 367 324
724.266666666667 313 296 369 369 357
728.266666666667 362 307 385 386 352
732.266666666667 326 328 377 380 353
736.266666666667 389 324 355 358 376
740.666666666667 344 253 312 274 334
744.666666666667 348 317 336 316 343
748.666666666667 337 290 366 312 393
752.666666666667 376 317 381 330 373
756.666666666667 363 308 393 328 403
760.666666666667 400 323 374 336 415
764.666666666667 352 311 361 348 427
771.683333333333 343 344 346 316 320
775.683333333333 440 376 375 341 342
779.683333333333 349 363 371 341 376
783.683333333333 428 362 390 343 379
787.683333333333 433 385 331 326 385
791.683333333333 429 346 331 345 386
795.683333333333 382 300 330 306 321
799.683333333333 421 322 346 333 342
803.683333333333 382 323 342 330 373
807.683333333333 425 364 331 329 388
811.683333333333 404 349 344 314 364
816.533333333333 386 323 334 360 338
820.533333333333 422 375 428 383 373
824.533333333333 452 386 374 398 349
828.533333333333 425 410 363 414 392
832.533333333333 441 423 398 384 355
836.533333333333 474 402 396 367 395
841.033333333333 378 309 346 354 345
845.033333333333 433 374 424 360 390
849.033333333333 409 361 452 368 402
853.033333333333 424 377 461 386 419
857.033333333333 457 387 462 349 438
860.183333333333 426 287 420 309 379
864.183333333333 466 379 473 334 434
868.183333333333 471 367 488 361 425
872.183333333333 471 366 469 358 441
876.183333333333 509 406 492 357 426
880.183333333333 457 387 510 342 444
883.533333333333 448 377 521 368 430
887.533333333333 369 373 449 441 450
891.533333333333 396 392 407 394 418
895.533333333333 378 410 468 409 445
899.533333333333 421 389 419 392 476
903.533333333333 426 369 475 403 465
907.533333333333 408 353 475 405 473
912.45 400 385 477 411 449
916.45 416 347 441 444 433
920.45 419 358 446 424 461
924.45 410 378 478 401 420
928.45 419 360 466 444 451
932.45 428 382 448 378 428
936.45 486 370 331 345 523
940.45 520 379 334 356 518
944.45 496 375 375 353 502
948.45 476 390 339 367 536
952.45 511 374 347 338 498
956.45 483 371 364 348 505
960.866666666667 461 349 301 461 557
964.866666666667 486 306 309 479 556
968.866666666667 462 365 297 468 559
972.866666666667 489 368 351 462 545
976.866666666667 471 340 354 433 545
980.866666666667 457 340 368 435 547
985 429 341 360 429 506
989 431 362 406 407 553
993 480 390 396 450 506
997 492 380 367 409 511
1001 487 415 404 434 543
1005.08333333333 510 358 417 464 562
1009.08333333333 534 383 428 503 540
1013.08333333333 570 416 424 500 588
1017.08333333333 564 411 435 512 556
1021.08333333333 576 416 456 535 552
1025.08333333333 591 386 450 506 558
1029 497 401 438 536 498
1033 490 448 447 520 502
1037 506 438 470 493 510
1041 508 424 441 497 530
1045 536 401 454 540 531
1049 590 404 463 526 572
1052.83333333333 541 418 368 555 486
1056.83333333333 461 419 353 563 520
1060.83333333333 490 487 359 566 524
1064.83333333333 492 462 396 652 537
1068.83333333333 527 446 399 603 545
1072.83333333333 509 432 423 625 541
1076.83333333333 446 361 324 318 440
1080.83333333333 417 382 307 308 405
1084.83333333333 450 406 321 355 461
1088.83333333333 480 398 339 345 458
1092.83333333333 524 383 329 335 516
1096.83333333333 514 377 360 357 501
1100.83333333333 537 361 323 363 470
1105.16666666667 416 345 321 309 427
1109.16666666667 421 373 316 305 491
1113.16666666667 419 356 334 367 442
1117.16666666667 475 398 397 339 499
1121.16666666667 469 386 406 352 476
1125.16666666667 434 348 340 326 457
1129.16666666667 409 476 350 294 501
1133.16666666667 428 439 366 362 504
1137.16666666667 480 444 370 375 489
1141.16666666667 474 455 422 358 521
1145.16666666667 497 444 408 366 506
1149 337 431 389 341 479
1153 397 437 404 342 455
1157 478 455 442 334 442
1161 460 467 423 341 464
1165 411 443 405 350 475
1169 444 419 407 351 443
1173 425 442 400 307 448
1177 430 441 408 292 424
1181 435 446 422 290 460
1185 410 439 352 290 508
1189 418 394 413 319 481
1193 451 434 401 309 486
1197 398 471 366 323 435
1201 369 454 416 332 414
1205 435 481 374 357 405
1209 417 388 347 321 425
1213 401 424 428 340 446
1217 384 416 359 318 490
1221 354 346 385 341 355
1225 397 374 398 361 376
1229 408 387 364 336 353
1233 364 403 398 356 384
1237 387 377 408 349 408
1241 433 391 429 376 360
1245 410 369 402 363 417
1249 437 312 315 274 309
1253 414 328 341 296 331
1257 468 340 346 293 384
1261 436 315 354 280 381
1265 422 337 376 289 395
1269 406 313 342 262 380
1273 412 323 315 306 322
1277 442 354 313 322 328
1281 441 299 327 339 353
1285 458 391 313 333 358
1289 456 372 352 342 381
1293 313 295 245 318 303
1297 357 353 310 353 329
1301 353 339 347 412 344
1305 386 380 347 397 379
1309 395 341 359 380 398
1313 404 334 356 324 366
