0 7
4 7
8 8
12 9
16 9
20 10
24 11
28 12
32 13
36 14
40 16
44 17
48 19
52 21
56 23
60 26
64 28
72 34
76 37
80 41
84 46
88 50
92 55
96 62
100 69
104 77
108 84
112 94
116 103
122 118
126 129
130 141
134 154
138 167
140 176
144 186
148 202
152 218
156 237
160 255
