0 0
4 0
8 0
12 0
16 0
20 0
24 0
28 0
32 0
36 0
40 0
44 0
48 0
52 0
56 0
60 0
64 0
72 0
76 0
80 0
84 0
88 0
92 0
96 0
100 0
104 0
108 0
112 0
116 0
122 0
126 0
130 0
134 0
138 0
140 0
144 0
148 0
152 1
156 0
160 0
164 1
168 1
172 1
176 1
180 1
184 1
188 1
192 1
196 1
200 1
204 1
208 1
212 1
216 1
220 1
224 1
228 1
232 1
236 1
244 1
248 1
252 1
256 1
260 1
265 1
269 1
273 1
277 1
281 1
284 1
289 1
293 1
297 1
301 1
305 1
308 1
313 1
317 1
321 1
325 1
329 1
332 1
336 1
340 1
344 1
348 1
352 1
356 2
360 1
364 2
368 2
372 2
376 2
380 2
385 2
389 2
393 2
397 2
401 2
408 2
412 2
416 2
420 3
424 2
428 2
432 3
436 3
440 2
444 3
448 3
452 3
461 3
465 3
469 4
473 4
477 4
481 4
485 4
489 5
493 5
497 5
501 5
509 5
513 5
517 5
521 5
524 5
528 5
532 5
536 6
540 6
544 6
549 5
553 5
557 6
561 6
565 6
569 6
573 6
577 6
581 6
585 6
589 6
593 6
597 6
601 6
605 6
609 7
613 7
617 7
621 7
629 6
633 6
637 6
641 7
645 7
649 6
653 6
657 6
661 6
665 7
679 6
683 6
687 6
693 5
697 5
701 5
705 5
709 6
713 6
717 5
720 5
724 5
728 6
732 5
736 6
741 5
745 5
749 5
753 5
757 6
761 6
765 6
772 5
776 6
780 6
784 6
788 6
792 6
796 5
800 5
804 5
808 6
812 5
817 5
821 6
825 6
829 6
833 6
837 6
841 5
845 6
849 6
853 6
857 6
860 6
864 6
868 6
872 6
876 7
880 7
884 7
888 6
892 6
896 6
900 6
904 7
908 7
912 7
916 6
920 6
924 6
928 7
932 6
936 6
940 6
944 6
948 6
952 6
956 6
961 7
965 7
969 7
973 7
977 7
981 7
985 6
989 7
993 7
997 7
1001 7
1005 7
1009 7
1013 8
1017 8
1021 8
1025 8
1029 7
1033 7
1037 7
1041 7
1045 8
1049 8
1053 7
1057 7
1061 7
1065 8
1069 8
1073 8
1077 6
1081 6
1085 6
1089 6
1093 6
1097 6
1101 6
1105 6
1109 6
1113 6
1117 6
1121 6
1125 6
1129 6
1133 6
1137 7
1141 7
1145 7
1149 6
1153 6
1157 7
1161 7
1165 6
1169 6
1173 6
1177 6
1181 6
1185 6
1189 6
1193 6
1197 6
1201 6
1205 6
1209 6
1213 6
1217 6
1221 5
1225 6
1229 6
1233 6
1237 6
1241 6
1245 6
1249 5
1253 5
1257 6
1261 5
1265 6
1269 5
1273 5
1277 5
1281 5
1285 6
1289 6
1293 5
1297 5
1301 6
1305 6
1309 6
1313 5
